gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season
22100057,10/27/21,regular,1610612748,MIA,BKN,MIA,48,106,38,96,39.6,8,29,27.6,22,26,84.6,17,45,62,21,15,6,2,19,13,1,2022
22100058,10/27/21,regular,1610612754,IND,TOR,IND,48,100,38,79,48.1,10,29,34.5,14,17,82.4,9,31,40,19,23,6,7,19,-18,0,2022
22100058,10/27/21,regular,1610612761,TOR,TOR,IND,48,118,46,100,46,14,30,46.7,12,19,63.2,16,25,41,22,12,18,6,20,18,1,2022
22100059,10/27/21,regular,1610612737,ATL,NOP,ATL,48,102,40,96,41.7,8,30,26.7,14,17,82.4,21,34,55,21,11,4,4,14,3,1,2022
22100059,10/27/21,regular,1610612740,NOP,NOP,ATL,48,99,40,93,43,11,36,30.6,8,9,88.9,9,35,44,24,10,5,6,19,-3,0,2022
22100060,10/27/21,regular,1610612749,MIL,MIL,MIN,48,108,39,95,41.1,14,51,27.5,16,21,76.2,13,30,43,22,9,10,3,18,-5,0,2022
22100060,10/27/21,regular,1610612750,MIN,MIL,MIN,48,113,43,91,47.3,13,45,28.9,14,17,82.4,10,39,49,29,17,5,4,20,5,1,2022
22100061,10/27/21,regular,1610612747,LAL,OKC,LAL,48,115,46,92,50,11,35,31.4,12,14,85.7,10,30,40,29,17,8,2,22,-8,0,2022
22100061,10/27/21,regular,1610612760,OKC,OKC,LAL,48,123,43,86,50,15,37,40.5,22,29,75.9,10,32,42,21,16,8,3,16,8,1,2022
22100062,10/27/21,regular,1610612756,PHX,PHX,SAC,48,107,42,93,45.2,6,22,27.3,17,24,70.8,14,42,56,23,11,6,6,16,-3,0,2022
22100062,10/27/21,regular,1610612758,SAC,PHX,SAC,48,110,42,95,44.2,15,38,39.5,11,15,73.3,8,32,40,28,12,7,6,20,3,1,2022
22100063,10/27/21,regular,1610612763,MEM,POR,MEM,48,96,35,96,36.5,17,50,34,9,19,47.4,21,29,50,27,22,9,3,25,-20,0,2022
22100063,10/27/21,regular,1610612757,POR,POR,MEM,48,116,39,84,46.4,15,36,41.7,23,31,74.2,13,35,48,22,14,11,6,20,20,1,2022
22100064,10/27/21,regular,1610612739,CLE,LAC,CLE,48,92,33,81,40.7,3,20,15,23,27,85.2,14,43,57,12,21,9,3,14,13,1,2022
22100064,10/27/21,regular,1610612746,LAC,LAC,CLE,48,79,31,87,35.6,9,41,22,8,13,61.5,9,27,36,19,14,13,2,24,-13,0,2022
22100065,10/28/21,regular,1610612765,DET,PHI,DET,48,102,35,86,40.7,13,39,33.3,19,27,70.4,10,27,37,22,14,11,4,22,-8,0,2022
22100065,10/28/21,regular,1610612755,PHI,PHI,DET,48,110,38,76,50,12,27,44.4,22,24,91.7,6,40,46,22,21,7,9,23,8,1,2022
22100066,10/28/21,regular,1610612737,ATL,WAS,ATL,48,111,48,88,54.5,6,21,28.6,9,14,64.3,6,37,43,26,13,4,3,16,-11,0,2022
22100066,10/28/21,regular,1610612764,WAS,WAS,ATL,48,122,46,99,46.5,13,34,38.2,17,21,81,14,37,51,26,9,6,4,16,11,1,2022
22100067,10/28/21,regular,1610612741,CHI,CHI,NYK,48,103,36,84,42.9,11,32,34.4,20,22,90.9,5,32,37,25,7,6,5,18,-1,0,2022
22100067,10/28/21,regular,1610612752,NYK,CHI,NYK,48,104,39,85,45.9,11,29,37.9,15,20,75,11,38,49,16,13,5,7,21,1,1,2022
22100068,10/28/21,regular,1610612745,HOU,HOU,UTA,48,91,31,95,32.6,9,44,20.5,20,23,87,13,28,41,15,11,8,3,24,-31,0,2022
22100068,10/28/21,regular,1610612762,UTA,HOU,UTA,48,122,41,85,48.2,16,46,34.8,24,30,80,10,48,58,24,20,8,4,23,31,1,2022
22100069,10/28/21,regular,1610612742,DAL,DAL,SAS,48,104,41,89,46.1,18,45,40,4,13,30.8,9,36,45,18,13,4,7,19,5,1,2022
22100069,10/28/21,regular,1610612759,SAS,DAL,SAS,48,99,39,88,44.3,12,30,40,9,15,60,11,37,48,21,15,6,11,16,-5,0,2022
22100070,10/28/21,regular,1610612744,GSW,GSW,MEM,53,101,39,90,43.3,14,40,35,9,12,75,7,41,48,29,23,8,7,17,-3,0,2022
22100070,10/28/21,regular,1610612763,MEM,GSW,MEM,53,104,39,97,40.2,12,48,25,14,14,100,10,41,51,25,18,17,9,14,3,1,2022
22100071,10/29/21,regular,1610612753,ORL,TOR,ORL,48,109,41,87,47.1,16,34,47.1,11,16,68.8,12,34,46,24,17,1,5,24,-1,0,2022
22100071,10/29/21,regular,1610612761,TOR,TOR,ORL,48,110,43,86,50,9,30,30,15,22,68.2,9,31,40,18,8,11,2,18,1,1,2022
22100072,10/29/21,regular,1610612751,BKN,BKN,IND,48,105,34,76,44.7,6,26,23.1,31,41,75.6,10,40,50,20,18,9,6,21,7,1,2022
22100072,10/29/21,regular,1610612754,IND,BKN,IND,48,98,37,93,39.8,8,29,27.6,16,23,69.6,11,35,46,20,14,9,7,27,-7,0,2022
22100073,10/29/21,regular,1610612766,CHA,MIA,CHA,48,99,35,90,38.9,13,37,35.1,16,22,72.7,11,26,37,21,11,8,6,17,-15,0,2022
22100073,10/29/21,regular,1610612748,MIA,MIA,CHA,48,114,43,91,47.3,9,35,25.7,19,19,100,16,44,60,23,18,6,3,20,15,1,2022
22100074,10/29/21,regular,1610612740,NOP,NOP,SAC,48,109,42,98,42.9,9,34,26.5,16,25,64,13,36,49,18,10,9,6,22,-4,0,2022
22100074,10/29/21,regular,1610612758,SAC,NOP,SAC,48,113,40,80,50,9,27,33.3,24,25,96,3,42,45,19,14,4,5,20,4,1,2022
22100075,10/29/21,regular,1610612742,DAL,DEN,DAL,48,75,23,78,29.5,8,37,21.6,21,27,77.8,6,30,36,14,15,8,3,17,-31,0,2022
22100075,10/29/21,regular,1610612743,DEN,DEN,DAL,48,106,43,83,51.8,11,36,30.6,9,13,69.2,5,46,51,28,20,8,3,24,31,1,2022
22100076,10/29/21,regular,1610612746,LAC,POR,LAC,48,92,34,87,39.1,15,42,35.7,9,16,56.3,6,37,43,17,13,7,5,14,-19,0,2022
22100076,10/29/21,regular,1610612757,POR,POR,LAC,48,111,41,98,41.8,19,41,46.3,10,16,62.5,16,47,63,21,14,8,6,19,19,1,2022
22100077,10/29/21,regular,1610612739,CLE,LAL,CLE,48,101,37,87,42.5,12,34,35.3,15,22,68.2,16,20,36,28,15,10,1,13,-12,0,2022
22100077,10/29/21,regular,1610612747,LAL,LAL,CLE,48,113,46,84,54.8,12,27,44.4,9,10,90,11,31,42,24,22,9,6,20,12,1,2022
22100078,10/30/21,regular,1610612738,BOS,WAS,BOS,58,112,44,107,41.1,2,26,7.7,22,25,88,8,46,54,23,12,8,10,32,-3,0,2022
22100078,10/30/21,regular,1610612764,WAS,WAS,BOS,58,115,38,104,36.5,10,36,27.8,29,36,80.6,12,50,62,19,13,6,7,22,3,1,2022
22100079,10/30/21,regular,1610612765,DET,DET,ORL,48,110,36,89,40.4,14,43,32.6,24,30,80,17,31,48,26,16,12,6,18,7,1,2022
22100079,10/30/21,regular,1610612753,ORL,DET,ORL,48,103,38,87,43.7,16,32,50,11,15,73.3,12,34,46,21,18,5,6,21,-7,0,2022
22100080,10/30/21,regular,1610612740,NOP,NOP,NYK,48,117,42,92,45.7,11,33,33.3,22,24,91.7,12,31,43,30,12,7,3,24,-6,0,2022
22100080,10/30/21,regular,1610612752,NYK,NOP,NYK,48,123,42,81,51.9,19,33,57.6,20,25,80,5,32,37,22,12,7,4,21,6,1,2022
22100081,10/30/21,regular,1610612754,IND,IND,TOR,48,94,35,81,43.2,13,43,30.2,11,16,68.8,8,32,40,25,20,8,10,17,-3,0,2022
22100081,10/30/21,regular,1610612761,TOR,IND,TOR,48,97,39,92,42.4,11,32,34.4,8,12,66.7,12,36,48,18,18,8,4,17,3,1,2022
22100082,10/30/21,regular,1610612737,ATL,PHI,ATL,48,94,36,95,37.9,8,22,36.4,14,19,73.7,20,29,49,24,19,6,1,17,-28,0,2022
22100082,10/30/21,regular,1610612755,PHI,PHI,ATL,48,122,46,86,53.5,12,38,31.6,18,19,94.7,5,32,37,24,12,11,6,24,28,1,2022
22100083,10/30/21,regular,1610612741,CHI,CHI,UTA,48,107,39,91,42.9,5,21,23.8,24,30,80,9,36,45,16,9,8,5,19,8,1,2022
22100083,10/30/21,regular,1610612762,UTA,CHI,UTA,48,99,35,92,38,11,38,28.9,18,19,94.7,14,40,54,15,20,5,7,21,-8,0,2022
22100084,10/30/21,regular,1610612763,MEM,MEM,MIA,48,103,34,88,38.6,16,50,32,19,21,90.5,8,24,32,26,14,14,7,17,-26,0,2022
22100084,10/30/21,regular,1610612748,MIA,MEM,MIA,48,129,46,88,52.3,21,37,56.8,16,19,84.2,11,39,50,31,18,12,2,17,26,1,2022
22100085,10/30/21,regular,1610612749,MIL,MIL,SAS,48,93,36,89,40.4,10,39,25.6,11,16,68.8,9,43,52,20,21,6,2,18,-9,0,2022
22100085,10/30/21,regular,1610612759,SAS,MIL,SAS,48,102,39,95,41.1,7,31,22.6,17,24,70.8,8,41,49,28,10,12,3,13,9,1,2022
22100086,10/30/21,regular,1610612744,GSW,GSW,OKC,48,103,39,92,42.4,21,54,38.9,4,8,50,10,46,56,30,16,9,8,21,21,1,2022
22100086,10/30/21,regular,1610612760,OKC,GSW,OKC,48,82,29,83,34.9,8,39,20.5,16,21,76.2,3,42,45,14,16,8,6,8,-21,0,2022
22100087,10/30/21,regular,1610612743,DEN,MIN,DEN,48,93,36,88,40.9,9,37,24.3,12,16,75,14,34,48,24,18,11,10,15,2,1,2022
22100087,10/30/21,regular,1610612750,MIN,MIN,DEN,48,91,35,89,39.3,13,41,31.7,8,9,88.9,15,31,46,21,20,8,6,23,-2,0,2022
22100088,10/30/21,regular,1610612739,CLE,PHX,CLE,48,92,36,91,39.6,14,44,31.8,6,7,85.7,10,37,47,21,19,8,3,21,-9,0,2022
22100088,10/30/21,regular,1610612756,PHX,PHX,CLE,48,101,39,84,46.4,6,26,23.1,17,27,63,8,44,52,27,15,12,3,14,9,1,2022
22100089,10/31/21,regular,1610612742,DAL,DAL,SAC,48,105,40,90,44.4,12,37,32.4,13,20,65,10,35,45,24,10,8,4,20,6,1,2022
22100089,10/31/21,regular,1610612758,SAC,DAL,SAC,48,99,38,96,39.6,7,36,19.4,16,20,80,17,39,56,20,13,6,3,19,-6,0,2022
22100090,10/31/21,regular,1610612766,CHA,CHA,POR,48,125,46,89,51.7,20,42,47.6,13,21,61.9,10,34,44,36,9,4,6,18,12,1,2022
22100090,10/31/21,regular,1610612757,POR,CHA,POR,48,113,43,97,44.3,17,54,31.5,10,11,90.9,15,32,47,30,12,4,5,18,-12,0,2022
22100091,10/31/21,regular,1610612749,MIL,MIL,UTA,48,95,39,96,40.6,12,41,29.3,5,6,83.3,13,31,44,16,11,7,3,22,-12,0,2022
22100091,10/31/21,regular,1610612762,UTA,MIL,UTA,48,107,35,75,46.7,12,37,32.4,25,27,92.6,7,37,44,13,13,6,10,10,12,1,2022
22100092,10/31/21,regular,1610612751,BKN,BKN,DET,48,117,47,72,65.3,13,25,52,10,16,62.5,2,39,41,30,20,7,2,19,26,1,2022
22100092,10/31/21,regular,1610612765,DET,BKN,DET,48,91,32,79,40.5,12,33,36.4,15,22,68.2,7,22,29,21,15,12,3,18,-26,0,2022
22100093,10/31/21,regular,1610612745,HOU,LAL,HOU,48,85,32,76,42.1,6,28,21.4,15,29,51.7,10,45,55,18,27,8,3,18,-10,0,2022
22100093,10/31/21,regular,1610612747,LAL,LAL,HOU,48,95,39,96,40.6,9,31,29,8,13,61.5,10,33,43,22,14,15,9,20,10,1,2022
22100094,11/1/21,regular,1610612766,CHA,CHA,CLE,48,110,42,101,41.6,15,39,38.5,11,15,73.3,20,26,46,27,17,12,12,23,-3,0,2022
22100094,11/1/21,regular,1610612739,CLE,CHA,CLE,48,113,39,90,43.3,9,28,32.1,26,38,68.4,17,32,49,21,16,12,7,14,3,1,2022
22100095,11/1/21,regular,1610612754,IND,IND,SAS,48,131,52,91,57.1,18,38,47.4,9,12,75,10,29,39,37,16,11,4,19,13,1,2022
22100095,11/1/21,regular,1610612759,SAS,IND,SAS,48,118,47,89,52.8,14,28,50,10,14,71.4,8,28,36,34,17,6,4,9,-13,0,2022
22100096,11/1/21,regular,1610612755,PHI,PHI,POR,48,113,43,83,51.8,13,36,36.1,14,16,87.5,7,27,34,34,11,11,6,18,10,1,2022
22100096,11/1/21,regular,1610612757,POR,PHI,POR,48,103,40,84,47.6,12,34,35.3,11,18,61.1,13,32,45,21,15,5,2,15,-10,0,2022
22100097,11/1/21,regular,1610612737,ATL,ATL,WAS,48,118,38,83,45.8,13,34,38.2,29,29,100,13,34,47,24,11,9,5,17,7,1,2022
22100097,11/1/21,regular,1610612764,WAS,ATL,WAS,48,111,41,86,47.7,13,39,33.3,16,16,100,7,29,36,27,12,7,4,24,-7,0,2022
22100098,11/1/21,regular,1610612738,BOS,BOS,CHI,48,114,42,96,43.8,15,33,45.5,15,20,75,13,25,38,20,9,10,1,15,-14,0,2022
22100098,11/1/21,regular,1610612741,CHI,BOS,CHI,48,128,49,86,57,13,31,41.9,17,18,94.4,10,40,50,30,18,7,8,19,14,1,2022
22100099,11/1/21,regular,1610612752,NYK,NYK,TOR,48,104,35,76,46.1,16,38,42.1,18,24,75,7,34,41,20,17,3,4,13,-9,0,2022
22100099,11/1/21,regular,1610612761,TOR,NYK,TOR,48,113,43,99,43.4,14,42,33.3,13,14,92.9,13,35,48,24,9,12,4,20,9,1,2022
22100100,11/1/21,regular,1610612743,DEN,MEM,DEN,48,97,39,88,44.3,9,38,23.7,10,15,66.7,6,34,40,27,12,8,8,10,-9,0,2022
22100100,11/1/21,regular,1610612763,MEM,MEM,DEN,48,106,44,97,45.4,13,34,38.2,5,7,71.4,11,44,55,20,13,8,4,18,9,1,2022
22100101,11/1/21,regular,1610612750,MIN,MIN,ORL,48,97,36,97,37.1,14,51,27.5,11,19,57.9,16,31,47,21,14,8,1,20,-18,0,2022
22100101,11/1/21,regular,1610612753,ORL,MIN,ORL,48,115,37,82,45.1,17,43,39.5,24,30,80,12,39,51,21,16,5,7,19,18,1,2022
22100102,11/1/21,regular,1610612746,LAC,LAC,OKC,48,99,35,92,38,15,42,35.7,14,19,73.7,13,38,51,18,14,8,5,14,5,1,2022
22100102,11/1/21,regular,1610612760,OKC,LAC,OKC,48,94,35,90,38.9,11,37,29.7,13,16,81.3,10,41,51,17,16,8,6,18,-5,0,2022
22100103,11/2/21,regular,1610612765,DET,DET,MIL,48,89,30,93,32.3,8,47,17,21,30,70,14,29,43,21,14,5,5,22,-28,0,2022
22100103,11/2/21,regular,1610612749,MIL,DET,MIL,48,117,42,84,50,17,37,45.9,16,21,76.2,9,43,52,28,17,7,8,23,28,1,2022
22100104,11/2/21,regular,1610612742,DAL,DAL,MIA,48,110,37,84,44,14,42,33.3,22,31,71,11,30,41,17,10,1,3,21,-15,0,2022
22100104,11/2/21,regular,1610612748,MIA,DAL,MIA,48,125,43,83,51.8,13,25,52,26,30,86.7,9,36,45,25,7,6,5,25,15,1,2022
22100105,11/2/21,regular,1610612758,SAC,UTA,SAC,48,113,42,93,45.2,12,31,38.7,17,24,70.8,6,32,38,24,11,8,8,24,-6,0,2022
22100105,11/2/21,regular,1610612762,UTA,UTA,SAC,48,119,43,98,43.9,14,48,29.2,19,27,70.4,15,44,59,16,17,7,6,23,6,1,2022
22100106,11/2/21,regular,1610612740,NOP,PHX,NOP,48,100,36,91,39.6,13,39,33.3,15,16,93.8,14,29,43,21,18,17,6,16,-12,0,2022
22100106,11/2/21,regular,1610612756,PHX,PHX,NOP,48,112,43,82,52.4,9,26,34.6,17,18,94.4,7,35,42,32,19,8,4,17,12,1,2022
22100107,11/2/21,regular,1610612745,HOU,LAL,HOU,48,117,48,91,52.7,16,42,38.1,5,12,41.7,11,27,38,27,25,8,4,21,-2,0,2022
22100107,11/2/21,regular,1610612747,LAL,LAL,HOU,48,119,49,93,52.7,6,25,24,15,20,75,11,32,43,26,17,10,4,19,2,1,2022
22100108,11/3/21,regular,1610612739,CLE,CLE,POR,48,107,39,74,52.7,15,30,50,14,18,77.8,5,38,43,29,19,4,2,14,3,1,2022
22100108,11/3/21,regular,1610612757,POR,CLE,POR,48,104,40,90,44.4,13,37,35.1,11,17,64.7,10,29,39,24,9,12,6,19,-3,0,2022
22100109,11/3/21,regular,1610612754,IND,IND,NYK,48,111,42,91,46.2,16,41,39,11,14,78.6,10,39,49,26,13,7,7,22,13,1,2022
22100109,11/3/21,regular,1610612752,NYK,IND,NYK,48,98,36,87,41.4,5,24,20.8,21,27,77.8,14,32,46,23,10,7,6,19,-13,0,2022
22100110,11/3/21,regular,1610612738,BOS,ORL,BOS,48,92,33,79,41.8,10,37,27,16,25,64,9,41,50,24,11,7,9,20,13,1,2022
22100110,11/3/21,regular,1610612753,ORL,ORL,BOS,48,79,27,84,32.1,9,43,20.9,16,20,80,8,38,46,15,15,8,1,20,-13,0,2022
22100111,11/3/21,regular,1610612741,CHI,PHI,CHI,48,98,38,82,46.3,6,21,28.6,16,18,88.9,9,38,47,19,16,11,4,17,-5,0,2022
22100111,11/3/21,regular,1610612755,PHI,PHI,CHI,48,103,38,77,49.4,12,28,42.9,15,21,71.4,5,30,35,24,14,9,4,15,5,1,2022
22100112,11/3/21,regular,1610612761,TOR,WAS,TOR,48,109,41,88,46.6,10,25,40,17,20,85,10,32,42,17,12,10,3,23,9,1,2022
22100112,11/3/21,regular,1610612764,WAS,WAS,TOR,48,100,34,78,43.6,8,32,25,24,30,80,10,34,44,19,13,6,7,15,-9,0,2022
22100113,11/3/21,regular,1610612737,ATL,BKN,ATL,48,108,41,94,43.6,13,35,37.1,13,15,86.7,12,40,52,23,14,8,4,16,-9,0,2022
22100113,11/3/21,regular,1610612751,BKN,BKN,ATL,48,117,43,88,48.9,22,48,45.8,9,12,75,7,35,42,34,16,7,8,18,9,1,2022
22100114,11/3/21,regular,1610612743,DEN,MEM,DEN,48,106,43,91,47.3,8,27,29.6,12,13,92.3,11,33,44,24,12,7,4,16,-2,0,2022
22100114,11/3/21,regular,1610612763,MEM,MEM,DEN,48,108,42,81,51.9,16,34,47.1,8,14,57.1,3,33,36,28,12,9,7,16,2,1,2022
22100115,11/3/21,regular,1610612746,LAC,MIN,LAC,48,126,47,78,60.3,21,36,58.3,11,12,91.7,3,32,35,33,21,6,7,14,11,1,2022
22100115,11/3/21,regular,1610612750,MIN,MIN,LAC,48,115,43,94,45.7,14,40,35,15,16,93.8,15,24,39,27,17,11,2,16,-11,0,2022
22100116,11/3/21,regular,1610612742,DAL,SAS,DAL,48,109,40,93,43,8,34,23.5,21,29,72.4,15,41,56,21,19,10,4,23,1,1,2022
22100116,11/3/21,regular,1610612759,SAS,SAS,DAL,48,108,43,88,48.9,7,21,33.3,15,20,75,5,35,40,25,15,10,10,24,-1,0,2022
22100117,11/3/21,regular,1610612766,CHA,GSW,CHA,48,92,34,91,37.4,10,36,27.8,14,19,73.7,9,40,49,18,16,10,2,14,-22,0,2022
22100117,11/3/21,regular,1610612744,GSW,GSW,CHA,48,114,42,86,48.8,18,45,40,12,18,66.7,7,46,53,33,17,14,4,17,22,1,2022
22100118,11/3/21,regular,1610612740,NOP,SAC,NOP,48,99,37,86,43,12,34,35.3,13,15,86.7,8,32,40,24,17,1,3,16,-13,0,2022
22100118,11/3/21,regular,1610612758,SAC,SAC,NOP,48,112,42,80,52.5,10,30,33.3,18,22,81.8,4,33,37,27,8,8,7,21,13,1,2022
22100119,11/4/21,regular,1610612765,DET,DET,PHI,48,98,35,87,40.2,11,36,30.6,17,19,89.5,12,29,41,21,11,6,2,18,-11,0,2022
22100119,11/4/21,regular,1610612755,PHI,DET,PHI,48,109,41,83,49.4,12,32,37.5,15,22,68.2,15,34,49,22,15,8,3,17,11,1,2022
22100120,11/4/21,regular,1610612737,ATL,ATL,UTA,48,98,35,82,42.7,7,28,25,21,26,80.8,5,27,32,18,9,11,4,24,-18,0,2022
22100120,11/4/21,regular,1610612762,UTA,ATL,UTA,48,116,41,81,50.6,17,41,41.5,17,23,73.9,8,38,46,30,17,6,4,20,18,1,2022
22100121,11/4/21,regular,1610612738,BOS,MIA,BOS,48,95,31,78,39.7,16,41,39,17,20,85,11,35,46,16,16,7,4,16,17,1,2022
22100121,11/4/21,regular,1610612748,MIA,MIA,BOS,48,78,28,81,34.6,9,41,22,13,19,68.4,13,32,45,18,18,8,0,19,-17,0,2022
22100122,11/4/21,regular,1610612745,HOU,PHX,HOU,48,111,38,88,43.2,11,32,34.4,24,28,85.7,7,36,43,25,19,4,4,21,-12,0,2022
22100122,11/4/21,regular,1610612756,PHX,PHX,HOU,48,123,44,93,47.3,14,31,45.2,21,23,91.3,13,33,46,29,12,12,8,24,12,1,2022
22100123,11/4/21,regular,1610612747,LAL,LAL,OKC,48,104,39,94,41.5,12,33,36.4,14,17,82.4,16,33,49,22,14,8,5,21,-3,0,2022
22100123,11/4/21,regular,1610612760,OKC,LAL,OKC,48,107,37,87,42.5,15,41,36.6,18,26,69.2,12,38,50,23,16,7,2,16,3,1,2022
22100124,11/5/21,regular,1610612751,BKN,DET,BKN,48,96,36,80,45,11,27,40.7,13,14,92.9,4,41,45,25,17,3,4,21,6,1,2022
22100124,11/5/21,regular,1610612765,DET,DET,BKN,48,90,33,87,37.9,11,34,32.4,13,18,72.2,7,37,44,17,14,11,6,22,-6,0,2022
22100125,11/5/21,regular,1610612753,ORL,ORL,SAS,48,89,35,89,39.3,12,41,29.3,7,10,70,7,36,43,23,18,9,12,13,-13,0,2022
22100125,11/5/21,regular,1610612759,SAS,ORL,SAS,48,102,40,90,44.4,6,19,31.6,16,18,88.9,5,43,48,23,13,11,7,14,13,1,2022
22100126,11/5/21,regular,1610612763,MEM,WAS,MEM,48,87,34,96,35.4,6,31,19.4,13,17,76.5,12,27,39,19,9,12,4,15,-28,0,2022
22100126,11/5/21,regular,1610612764,WAS,WAS,MEM,48,115,49,84,58.3,10,25,40,7,13,53.8,5,48,53,34,19,4,6,13,28,1,2022
22100127,11/5/21,regular,1610612739,CLE,TOR,CLE,48,102,38,83,45.8,10,30,33.3,16,19,84.2,11,28,39,22,18,4,3,13,1,1,2022
22100127,11/5/21,regular,1610612761,TOR,TOR,CLE,48,101,42,99,42.4,12,27,44.4,5,9,55.6,19,26,45,20,10,10,8,19,-1,0,2022
22100128,11/5/21,regular,1610612749,MIL,MIL,NYK,48,98,33,82,40.2,16,43,37.2,16,21,76.2,7,30,37,19,15,5,5,20,-15,0,2022
22100128,11/5/21,regular,1610612752,NYK,MIL,NYK,48,113,41,96,42.7,10,40,25,21,26,80.8,20,39,59,16,15,12,4,17,15,1,2022
22100129,11/5/21,regular,1610612746,LAC,MIN,LAC,48,104,36,88,40.9,6,28,21.4,26,32,81.3,15,47,62,18,17,12,4,16,20,1,2022
22100129,11/5/21,regular,1610612750,MIN,MIN,LAC,48,84,31,89,34.8,17,52,32.7,5,7,71.4,7,35,42,17,22,8,7,33,-20,0,2022
22100130,11/5/21,regular,1610612744,GSW,GSW,NOP,48,126,47,91,51.6,20,50,40,12,14,85.7,9,40,49,36,11,10,4,16,41,1,2022
22100130,11/5/21,regular,1610612740,NOP,GSW,NOP,48,85,31,88,35.2,11,44,25,12,16,75,11,31,42,23,19,6,3,18,-41,0,2022
22100131,11/5/21,regular,1610612754,IND,POR,IND,48,106,43,88,48.9,14,42,33.3,6,10,60,7,33,40,28,11,8,2,18,-4,0,2022
22100131,11/5/21,regular,1610612757,POR,POR,IND,48,110,40,82,48.8,17,39,43.6,13,15,86.7,6,36,42,27,14,7,4,15,4,1,2022
22100132,11/5/21,regular,1610612766,CHA,SAC,CHA,48,110,43,92,46.7,11,35,31.4,13,21,61.9,7,21,28,29,10,8,5,19,-30,0,2022
22100132,11/5/21,regular,1610612758,SAC,SAC,CHA,48,140,48,87,55.2,22,44,50,22,26,84.6,13,43,56,29,18,5,1,21,30,1,2022
22100133,11/6/21,regular,1610612743,DEN,DEN,HOU,48,95,36,89,40.4,9,40,22.5,14,17,82.4,10,35,45,19,11,10,5,20,1,1,2022
22100133,11/6/21,regular,1610612745,HOU,DEN,HOU,48,94,35,75,46.7,8,28,28.6,16,24,66.7,7,40,47,19,17,8,6,16,-1,0,2022
22100134,11/6/21,regular,1610612748,MIA,MIA,UTA,48,118,47,78,60.3,11,21,52.4,13,17,76.5,7,29,36,30,14,3,1,18,3,1,2022
22100134,11/6/21,regular,1610612762,UTA,MIA,UTA,48,115,43,83,51.8,15,45,33.3,14,19,73.7,7,24,31,26,6,10,3,19,-3,0,2022
22100135,11/6/21,regular,1610612741,CHI,CHI,PHI,48,105,37,92,40.2,7,29,24.1,24,30,80,18,28,46,20,9,7,1,19,-9,0,2022
22100135,11/6/21,regular,1610612755,PHI,CHI,PHI,48,114,43,81,53.1,13,26,50,15,19,78.9,6,35,41,22,14,6,5,22,9,1,2022
22100136,11/6/21,regular,1610612738,BOS,DAL,BOS,48,104,42,86,48.8,9,31,29,11,16,68.8,8,28,36,20,11,6,2,14,-3,0,2022
22100136,11/6/21,regular,1610612742,DAL,DAL,BOS,48,107,41,78,52.6,13,39,33.3,12,14,85.7,7,33,40,19,15,7,6,18,3,1,2022
22100137,11/6/21,regular,1610612737,ATL,PHX,ATL,48,117,42,97,43.3,13,33,39.4,20,23,87,14,36,50,18,12,3,1,16,-4,0,2022
22100137,11/6/21,regular,1610612756,PHX,PHX,ATL,48,121,45,88,51.1,14,43,32.6,17,21,81,5,37,42,26,12,8,6,22,4,1,2022
22100138,11/6/21,regular,1610612747,LAL,POR,LAL,48,90,31,90,34.4,9,32,28.1,19,24,79.2,11,48,59,20,19,8,5,17,-15,0,2022
22100138,11/6/21,regular,1610612757,POR,POR,LAL,48,105,36,95,37.9,15,55,27.3,18,24,75,12,40,52,22,12,14,7,21,15,1,2022
22100139,11/7/21,regular,1610612751,BKN,TOR,BKN,48,116,41,80,51.3,17,38,44.7,17,20,85,12,36,48,29,16,3,0,15,13,1,2022
22100139,11/7/21,regular,1610612761,TOR,TOR,BKN,48,103,41,87,47.1,7,30,23.3,14,18,77.8,8,27,35,23,8,10,6,16,-13,0,2022
22100140,11/7/21,regular,1610612739,CLE,NYK,CLE,48,126,49,90,54.4,19,35,54.3,9,11,81.8,11,37,48,31,17,8,2,18,17,1,2022
22100140,11/7/21,regular,1610612752,NYK,NYK,CLE,48,109,39,85,45.9,9,31,29,22,24,91.7,7,25,32,21,11,9,9,14,-17,0,2022
22100141,11/7/21,regular,1610612753,ORL,ORL,UTA,48,107,43,87,49.4,12,32,37.5,9,11,81.8,7,32,39,24,13,8,8,22,7,1,2022
22100141,11/7/21,regular,1610612762,UTA,ORL,UTA,48,100,34,89,38.2,8,42,19,24,29,82.8,16,34,50,21,18,10,7,17,-7,0,2022
22100142,11/7/21,regular,1610612749,MIL,WAS,MIL,48,94,37,94,39.4,10,36,27.8,10,18,55.6,16,33,49,17,13,14,3,10,-7,0,2022
22100142,11/7/21,regular,1610612764,WAS,WAS,MIL,48,101,41,81,50.6,11,27,40.7,8,13,61.5,4,38,42,24,19,8,8,16,7,1,2022
22100143,11/7/21,regular,1610612754,IND,SAC,IND,48,94,37,83,44.6,6,25,24,14,18,77.8,13,41,54,13,21,8,7,24,3,1,2022
22100143,11/7/21,regular,1610612758,SAC,SAC,IND,48,91,31,84,36.9,10,34,29.4,19,22,86.4,8,25,33,20,12,14,6,18,-3,0,2022
