gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season
21800045,10/22/18,regular,1610612763,MEM,UTA,MEM,48,92,31,84,36.9,9,28,32.1,21,26,80.8,7,36,43,18,11,10,2,22,8,1,2019
21800045,10/22/18,regular,1610612762,UTA,UTA,MEM,48,84,29,82,35.4,8,32,25,18,23,78.3,10,40,50,18,15,6,6,22,-8,0,2019
21800046,10/22/18,regular,1610612757,POR,POR,WAS,53,124,43,108,39.8,11,39,28.2,27,31,87.1,17,53,70,22,20,6,4,22,-1,0,2019
21800046,10/22/18,regular,1610612764,WAS,POR,WAS,53,125,46,110,41.8,15,37,40.5,18,26,69.2,12,42,54,23,10,6,7,27,1,1,2019
21800047,10/22/18,regular,1610612744,GSW,GSW,PHX,48,123,45,88,51.1,14,37,37.8,19,26,73.1,7,33,40,35,14,12,4,24,20,1,2019
21800047,10/22/18,regular,1610612756,PHX,GSW,PHX,48,103,39,86,45.3,9,34,26.5,16,18,88.9,12,33,45,24,21,8,1,21,-20,0,2019
21800048,10/22/18,regular,1610612747,LAL,LAL,SAS,53,142,55,107,51.4,14,39,35.9,18,26,69.2,13,39,52,33,15,5,6,29,-1,0,2019
21800048,10/22/18,regular,1610612759,SAS,LAL,SAS,53,143,50,97,51.5,15,28,53.6,28,38,73.7,10,37,47,32,9,9,3,26,1,1,2019
21800049,10/23/18,regular,1610612765,DET,DET,PHI,53,133,51,108,47.2,12,33,36.4,19,27,70.4,12,34,46,22,8,4,4,24,1,1,2019
21800049,10/23/18,regular,1610612755,PHI,DET,PHI,53,132,49,98,50,14,43,32.6,20,28,71.4,8,40,48,32,11,3,8,24,-1,0,2019
21800050,10/23/18,regular,1610612746,LAC,NOP,LAC,48,109,41,87,47.1,5,20,25,22,27,81.5,9,38,47,18,17,5,4,26,-7,0,2019
21800050,10/23/18,regular,1610612740,NOP,NOP,LAC,48,116,40,93,43,6,24,25,30,40,75,12,36,48,22,8,12,8,24,7,1,2019
21800051,10/23/18,regular,1610612743,DEN,DEN,SAC,48,126,51,99,51.5,11,30,36.7,13,15,86.7,15,34,49,31,12,11,3,22,14,1,2019
21800051,10/23/18,regular,1610612758,SAC,DEN,SAC,48,112,45,86,52.3,13,31,41.9,9,20,45,9,30,39,29,16,7,6,17,-14,0,2019
21800052,10/24/18,regular,1610612737,ATL,ATL,DAL,48,111,37,91,40.7,15,38,39.5,22,31,71,10,44,54,28,15,6,6,26,7,1,2019
21800052,10/24/18,regular,1610612742,DAL,ATL,DAL,48,104,38,91,41.8,12,40,30,16,26,61.5,9,43,52,25,17,7,9,27,-7,0,2019
21800053,10/24/18,regular,1610612751,BKN,CLE,BKN,48,102,38,87,43.7,14,34,41.2,12,15,80,8,36,44,23,14,8,1,16,16,1,2019
21800053,10/24/18,regular,1610612739,CLE,CLE,BKN,48,86,34,89,38.2,3,18,16.7,15,16,93.8,16,37,53,18,15,5,2,19,-16,0,2019
21800054,10/24/18,regular,1610612748,MIA,MIA,NYK,48,110,39,82,47.6,13,29,44.8,19,28,67.9,4,47,51,24,13,7,5,15,23,1,2019
21800054,10/24/18,regular,1610612752,NYK,MIA,NYK,48,87,33,91,36.3,12,33,36.4,9,14,64.3,10,35,45,20,12,5,3,23,-23,0,2019
21800055,10/24/18,regular,1610612750,MIN,TOR,MIN,48,105,40,96,41.7,15,30,50,10,16,62.5,16,28,44,25,16,10,5,17,-7,0,2019
21800055,10/24/18,regular,1610612761,TOR,TOR,MIN,48,112,46,89,51.7,11,32,34.4,9,12,75,11,33,44,26,17,9,8,18,7,1,2019
21800056,10/24/18,regular,1610612766,CHA,CHI,CHA,48,110,37,85,43.5,10,35,28.6,26,29,89.7,8,28,36,23,8,5,5,20,-2,0,2019
21800056,10/24/18,regular,1610612741,CHI,CHI,CHA,48,112,37,77,48.1,10,29,34.5,28,35,80,9,36,45,21,14,4,5,24,2,1,2019
21800057,10/24/18,regular,1610612745,HOU,HOU,UTA,48,89,35,87,40.2,11,40,27.5,8,14,57.1,10,25,35,16,17,12,5,23,-11,0,2019
21800057,10/24/18,regular,1610612762,UTA,HOU,UTA,48,100,34,78,43.6,10,29,34.5,22,28,78.6,9,38,47,21,19,7,5,21,11,1,2019
21800058,10/24/18,regular,1610612754,IND,SAS,IND,48,116,46,87,52.9,17,32,53.1,7,8,87.5,5,35,40,34,10,9,5,22,20,1,2019
21800058,10/24/18,regular,1610612759,SAS,SAS,IND,48,96,35,87,40.2,6,19,31.6,20,21,95.2,15,31,46,16,13,3,3,16,-20,0,2019
21800059,10/24/18,regular,1610612749,MIL,MIL,PHI,48,123,41,100,41,13,43,30.2,28,30,93.3,9,42,51,24,11,7,10,27,15,1,2019
21800059,10/24/18,regular,1610612755,PHI,MIL,PHI,48,108,38,92,41.3,11,34,32.4,21,30,70,8,42,50,29,16,4,5,27,-15,0,2019
21800060,10/24/18,regular,1610612747,LAL,PHX,LAL,48,131,52,100,52,10,28,35.7,17,23,73.9,11,32,43,34,8,13,5,19,18,1,2019
21800060,10/24/18,regular,1610612756,PHX,PHX,LAL,48,113,44,84,52.4,10,31,32.3,15,21,71.4,9,35,44,27,20,4,4,23,-18,0,2019
21800061,10/24/18,regular,1610612763,MEM,SAC,MEM,48,92,36,94,38.3,10,37,27,10,13,76.9,13,36,49,18,15,7,6,25,-5,0,2019
21800061,10/24/18,regular,1610612758,SAC,SAC,MEM,48,97,35,83,42.2,6,18,33.3,21,33,63.6,15,42,57,19,17,7,5,15,5,1,2019
21800062,10/24/18,regular,1610612744,GSW,GSW,WAS,48,144,53,92,57.6,15,33,45.5,23,25,92,10,38,48,37,18,6,5,22,22,1,2019
21800062,10/24/18,regular,1610612764,WAS,GSW,WAS,48,122,42,93,45.2,12,42,28.6,26,28,92.9,7,27,34,22,12,7,1,24,-22,0,2019
21800063,10/25/18,regular,1610612739,CLE,DET,CLE,48,103,41,89,46.1,8,24,33.3,13,15,86.7,7,23,30,18,9,11,1,25,-7,0,2019
21800063,10/25/18,regular,1610612765,DET,DET,CLE,48,110,41,78,52.6,11,28,39.3,17,29,58.6,13,35,48,21,20,4,5,21,7,1,2019
21800064,10/25/18,regular,1610612753,ORL,ORL,POR,48,114,43,86,50,12,30,40,16,20,80,11,29,40,29,14,5,7,21,-14,0,2019
